one,two,three,four,key
0.009502,0.631940,-1.343373,-0.392766,O
0.315801,-0.338457,-1.271812,1.603643,B
1.840328,-1.213426,-2.449378,-1.006254,O
0.749372,0.042324,0.847668,0.114693,L
0.799052,1.158807,-0.241800,1.351297,V
0.300705,0.167623,-0.508149,-1.077999,D
0.666585,0.112242,-1.119640,1.139464,S
-0.707115,1.377549,-0.453732,-0.248436,Q
-0.815371,0.453681,0.939296,0.450179,O
0.509173,0.075336,-0.058239,-0.101946,U
-0.023542,-0.097645,-0.622720,-0.769756,I
-0.109995,-0.784904,-0.911893,1.077314,E
1.235163,0.120498,0.958469,0.887134,L
-0.517252,0.404390,-0.625358,0.325437,W
0.841172,-0.848276,-1.209603,-0.616524,X
0.207707,-0.293079,-0.610947,0.210391,I
-0.817539,0.181206,-0.120372,-0.631345,Q
-0.983762,-2.107857,-0.719657,-0.508602,E
-0.630082,-0.941146,0.450511,-0.363084,Q
0.013228,1.163252,-0.690293,0.051088,Q
-1.321297,-1.743303,0.847490,-0.126802,X
0.383116,-1.869759,1.480174,-0.391995,B
0.482808,0.278337,-0.555745,1.658727,P
-0.516360,0.939739,0.510844,-0.941782,Y
-0.129986,0.547244,0.418313,-0.405542,Y
1.571415,0.904683,-0.124787,-0.046598,I
0.881498,0.525130,-0.319302,-1.067587,T
-2.171948,-0.378906,1.599904,0.941674,P
0.990313,0.379537,0.685490,0.562767,B
1.082510,-0.351236,-0.868211,-0.648302,F
2.853502,1.409178,1.872131,-1.249754,K
0.039756,-0.758936,0.216674,-0.111487,V
0.204737,-0.748920,1.279618,0.054978,L
0.957881,-1.406217,-1.116837,-0.423519,O
1.460795,-0.067863,1.630687,-0.118319,L
-0.728433,0.333844,-0.074571,0.330293,D
-0.485717,0.926859,1.671136,-1.005448,L
0.851193,0.511955,1.770161,-0.921388,C
-1.620216,0.521052,0.259917,0.745098,E
0.541842,-0.028830,0.314987,-0.530012,S
0.226026,1.273740,1.590547,-2.536933,U
-0.022473,0.268893,0.570184,-0.934267,J
-0.892888,-0.523076,-2.234547,-0.542700,S
-1.311953,-1.898831,-0.365191,-1.372175,Z
-0.730645,0.373463,-0.502114,-0.897431,D
-1.122121,0.531095,0.533865,0.759325,U
2.659200,0.097499,-0.320051,0.733518,V
-1.557450,0.325383,-0.466206,0.670784,G
-0.740809,1.942230,1.748375,1.154566,W
-0.291877,2.789945,-1.219542,-0.331958,B
1.245462,0.208977,-0.032760,-0.499229,F
-1.245670,0.121527,0.292729,0.304709,Z
1.044937,-1.356159,-0.069195,-0.652671,H
1.819913,-0.524053,0.171325,-0.131713,U
1.079271,-0.966609,0.044277,2.538690,L
-1.464433,-0.976517,-1.021372,-0.128441,A
0.705656,0.590965,-0.323945,-0.760980,I
1.565199,-1.012904,-1.071726,2.180606,N
0.684467,1.900772,0.422021,-0.311715,O
-1.093885,1.682163,1.752903,-0.342343,C
-0.036666,-0.908310,-0.684120,1.086273,Q
0.278372,0.549183,-0.392831,-0.139314,G
-0.818520,0.052302,-0.791178,0.911550,V
0.863849,-0.611503,0.466089,0.203178,P
-0.688719,-0.477384,-0.632721,-0.425354,P
0.094074,0.999569,-1.406403,0.076988,R
0.266367,0.001771,0.102121,0.275411,Q
0.073399,1.932063,0.463424,-0.180048,N
-1.928134,0.655895,0.403208,0.338082,Q
-0.669114,0.612793,0.044033,0.399957,H
0.703630,-1.129709,1.291487,1.347526,L
-0.432689,0.090266,2.101342,-1.016970,T
0.620811,1.050914,1.178893,0.286183,B
-0.940112,1.620013,-0.168502,-0.131282,S
0.826340,0.188773,-2.064670,-0.014823,J
-1.285101,-0.165210,-0.721886,-1.089247,Z
0.618215,-0.347362,-0.732062,0.132498,P
-1.319154,-1.016389,0.493864,-0.734977,E
-1.103069,1.163456,-1.463237,-0.561385,Z
0.098917,-0.030230,2.124110,0.230101,Q
-0.955125,-1.272811,0.230626,0.824591,J
0.804435,0.372878,-0.064658,0.058593,O
-0.255090,0.429677,0.768811,0.595967,C
-0.542548,0.848616,1.207303,0.130463,M
0.247290,1.115437,0.952948,-0.556325,V
1.623545,-1.021359,0.808370,-1.812073,H
0.043052,0.501866,-0.777194,0.389216,O
-0.177544,-0.100947,-1.239648,0.391921,O
-0.307678,-0.544346,-0.619984,1.367432,R
0.315139,0.806653,-0.755783,3.016707,G
-0.900952,-0.753886,0.625623,-0.582412,H
-0.619482,-0.533022,-0.639672,-0.170651,Q
0.604137,0.951292,0.334805,1.420407,D
-0.712743,-0.267806,0.540075,-0.368922,H
-0.582515,-0.908709,0.103027,0.400491,U
-1.435902,0.015105,1.248037,-1.000818,D
-0.214175,2.044704,-0.150027,0.598035,D
0.564538,-0.146887,-0.762382,-0.785744,F
-0.283899,-0.519343,-0.867303,0.117352,W
0.232190,1.979503,-0.790179,1.546788,R
0.259812,1.656391,-2.859243,-0.218871,T
-1.523379,-2.101952,1.368583,-0.276674,C
0.047565,1.709694,-1.584644,-1.070065,J
2.324120,0.008180,-0.820224,0.741406,J
-1.888152,0.323852,0.313543,0.125641,K
0.961011,0.395525,0.295542,-0.267581,H
0.739355,-0.888006,1.519719,0.492271,A
1.547142,0.209649,2.118797,-1.302942,T
0.788174,2.128876,-0.824642,0.497235,J
1.539364,0.791107,-0.026112,0.221756,E
-0.416184,0.529409,-0.424485,-0.155173,E
-1.629219,-0.430063,-1.263537,-1.462046,K
1.201979,0.303001,0.782848,-0.110122,G
0.462878,-0.328285,-0.623969,1.665909,S
0.155366,0.261830,0.141653,0.658480,O
1.159608,-0.798477,1.609502,-0.893636,B
1.999517,-0.815409,-0.816235,-0.574992,I
0.829609,1.995529,1.659596,0.317467,E
-1.106437,-1.825875,-1.049636,1.002806,K
1.535598,-1.361483,-0.279363,0.861187,D
-0.636301,-1.924681,-0.136122,0.939127,S
-0.120512,1.276816,-0.788234,1.937864,N
-1.468492,-0.042852,-0.551468,0.352099,I
1.295006,-1.129283,0.882368,-1.361251,J
0.390579,-0.506172,1.106689,0.938888,W
0.383997,-0.031503,2.111780,1.723449,Z
0.117020,0.157258,1.162578,0.832280,C
1.227984,0.338677,-0.580495,-0.704582,W
0.821204,-1.600847,-0.286320,0.407852,J
0.099918,-0.138958,-0.120151,-0.287084,U
1.421990,-0.189448,-1.275110,0.918546,V
-1.289772,0.159214,-1.527468,1.112559,T
-0.348662,1.920007,0.891488,0.986807,N
-0.802766,0.398463,1.834689,0.915736,Q
-0.051165,0.775126,-0.348561,-1.053094,T
0.925905,0.446757,-1.903535,-1.407984,J
-1.331364,0.980932,1.254541,-1.781040,V
-0.182885,-0.195841,1.967517,-0.775153,U
-0.360488,-0.268656,-0.074478,2.222185,B
-0.980393,0.184808,0.879666,-0.385981,Y
-1.457457,1.356136,-1.785239,-0.373187,A
2.160511,-0.004087,-0.987681,-1.379796,J
2.330718,1.170832,-1.625380,0.750587,E
-1.186563,0.975741,2.481565,0.366755,I
-1.372337,0.245332,-0.966352,0.147649,H
-1.250399,1.158726,-0.283516,-0.190713,N
-1.315269,0.037685,1.146566,-0.224044,L
1.568575,-0.580898,-0.158220,-0.837101,B
0.430984,-0.999910,0.056852,-0.234993,E
-0.919638,-0.877955,1.997712,1.213088,V
1.009636,-0.126221,0.149761,-1.822794,D
0.955203,-0.177284,-0.155149,-0.300685,H
-0.153210,-0.144788,0.688287,-1.618424,B
-0.354877,0.168779,0.511257,-1.216790,E
-1.249442,1.147817,-0.890325,0.453628,U
0.201210,-0.207584,0.402524,0.263355,I
0.308704,-0.456350,0.095029,-0.511061,W
-2.015597,-1.458794,-0.096728,0.752053,G
1.556855,1.438182,0.109233,1.072750,K
1.096281,-0.394019,0.249583,-0.424156,J
-1.183676,-0.465687,-0.709912,-0.036487,G
-0.405708,-1.305408,-0.422497,-0.702996,U
0.320583,1.393258,1.485440,-0.670971,L
0.884791,0.228577,-0.551432,-0.202224,C
-1.149242,-0.525659,-0.416545,0.716643,R
-0.073698,1.684581,0.605091,-1.212982,Y
0.801229,1.197808,-0.382450,1.643463,Z
-0.658861,-0.299897,1.426185,-1.664161,L
1.490072,0.592069,-0.797358,1.986029,P
-0.334039,-0.000824,-0.581722,0.163928,T
-0.119344,-0.690757,0.314820,-0.071068,M
-1.204414,-1.758690,-1.437318,-1.055769,E
-2.275282,0.860317,-1.935832,-0.026123,H
1.117003,0.677360,-0.027132,0.184239,G
-1.197540,0.263850,0.635413,0.896414,H
1.101367,1.781862,-0.348052,-2.050528,V
0.712935,0.430428,1.213303,-0.736865,W
1.685282,-1.157912,0.170349,-1.078999,N
-0.555296,-0.737605,0.021879,-0.500633,U
-1.678946,-1.649313,-0.839973,0.064676,B
-1.265618,-0.567376,-0.836890,-0.433456,K
-0.893075,1.269285,-0.689990,0.614117,M
1.244503,1.481761,0.085631,-1.870428,H
-1.620647,0.724496,0.257916,1.393614,B
0.884914,0.876932,0.390348,-0.449330,L
-1.474046,0.230723,0.327232,0.503915,L
0.389291,-1.082460,-0.035718,0.154538,X
-2.622479,-0.677690,-0.074857,0.695078,Y
-0.856782,0.749443,0.960534,0.484039,R
-2.488090,1.582210,1.822915,-1.936017,V
-0.070552,-0.710690,1.833998,0.674631,K
0.994726,-1.927179,-0.260420,-0.213616,J
0.808747,-0.545549,-1.076521,-2.058949,N
-1.257459,-0.524621,-0.102516,0.597275,R
-0.891473,-0.354994,-1.328203,-1.419623,M
2.701381,-1.327124,-0.611160,1.227133,E
0.144683,0.789181,-2.501278,2.002044,H
0.422949,-0.869747,0.087155,-1.042227,R
-0.597254,-0.050659,0.576913,-1.287290,S
0.087912,-0.199568,-0.063490,-0.751686,W
0.949832,1.371154,0.541772,0.131404,D
1.205797,0.744011,1.072864,0.506763,K
-0.843436,-2.171177,-0.580843,-1.130514,V
0.160723,0.453465,-0.566656,-0.833231,H
0.388332,-0.097685,-1.056777,-1.010994,G
-1.462131,1.337836,-1.383393,-0.804522,B
1.211794,-0.148048,0.420905,-1.888092,K
1.546369,1.014624,0.795564,-0.582202,F
0.356156,-3.204432,-0.563113,-2.159092,A
-0.364909,0.463175,0.934439,-0.430595,K
0.980422,-1.880783,1.507136,-1.074409,H
0.428452,0.130117,-0.219710,-0.277178,P
-0.957379,0.592552,0.958484,-0.288777,Q
-0.356188,-0.691828,-1.141177,-0.408987,N
0.203792,0.816696,0.533364,-1.078775,V
0.015929,1.929626,-1.036932,0.877049,C
-1.089755,-1.510490,0.604446,1.258907,D
-1.337292,0.042600,-0.174629,-0.028769,T
0.692400,-1.639671,0.646799,-0.135947,S
0.649312,0.192092,0.507440,0.406783,P
1.710032,-1.199570,-0.173097,-1.070742,R
0.298954,0.822617,0.306550,-2.636261,Q
0.133390,-0.743224,0.822295,0.210747,I
-0.857749,0.060987,-0.620698,-0.572120,M
0.760697,-0.733741,2.619635,-0.412355,V
1.482228,0.946798,0.310193,0.045457,K
-0.087441,1.561766,1.823404,-1.475608,D
-0.399873,-0.821728,0.015884,-2.190701,J
-0.329964,0.877346,1.866055,0.465603,A
0.753430,-0.456666,-0.212114,0.216762,V
0.610034,0.601214,-2.011227,1.395642,X
1.183583,1.525837,0.127460,-0.052008,Y
-1.985734,0.530853,1.899836,-1.769556,J
-0.771480,-0.160403,0.287962,-0.114205,Q
0.002982,1.805601,-0.360130,1.413267,F
-0.371824,-0.855991,0.415467,0.560176,R
-0.003144,1.299968,0.495929,-0.290628,G
-0.917857,-1.782890,-1.284135,-0.647637,H
-1.793901,-0.121391,0.243518,1.387330,T
1.491852,0.759488,1.808533,-0.315805,B
0.028250,1.733309,0.169456,0.554809,D
1.164666,0.849837,-0.260745,-0.145496,G
-1.382652,0.901469,-1.873215,-1.035133,B
-0.517777,-0.463768,-0.024901,0.055747,H
-0.425286,1.802089,1.863508,0.332755,Z
-0.415305,0.390338,-1.024965,1.002996,O
0.458441,-0.477346,1.047153,-0.796634,O
1.596778,0.852680,1.040847,-1.417279,V
1.729668,-0.073567,1.231200,0.850898,M
-0.491879,2.478849,-1.044046,-1.170114,J
0.203256,1.160447,0.549104,-1.446031,N
0.694525,0.805739,-0.563730,-1.996657,K
0.956328,0.263713,-0.289720,0.019051,H
1.401343,1.279721,-0.353831,0.119068,E
-0.344576,1.451495,-0.632272,0.371583,B
1.023828,1.606290,-0.372208,-0.370321,M
0.279207,1.032611,-2.064063,-2.685883,I
0.076901,-0.265127,-1.355929,-0.968140,C
0.198251,0.839051,0.566066,0.653152,M
-0.840452,-1.169672,-0.784545,0.873940,B
-0.439818,-1.543193,1.260307,-0.388884,S
0.279998,-0.670549,0.256841,-0.031631,M
-0.218465,-2.033844,1.020664,0.239910,N
-1.050549,-0.136423,0.991550,-0.226504,J
1.251139,0.226175,1.331593,-0.387542,F
0.942893,1.086806,1.625150,1.336633,T
-0.897030,0.443443,1.114111,-1.621142,B
0.270651,0.763455,-0.665841,-0.434308,Y
1.162860,0.456220,-0.133429,-0.105749,F
-1.238093,-0.616209,-1.238252,-0.442189,W
-1.787146,-0.911338,0.257209,0.515007,Z
-0.903446,0.938326,-0.264845,-1.369886,F
0.227810,-1.782133,1.244154,0.994144,T
-0.766660,-0.854141,0.143374,-0.378539,O
0.950010,-0.407458,0.611740,-0.450732,P
0.444556,0.500697,-2.090185,1.955682,X
1.486503,0.416208,2.030374,-0.030200,J
2.781866,0.220440,0.873023,-1.757852,O
0.286740,-2.231872,0.596526,0.422075,T
-0.359761,1.173421,-0.271016,0.403447,Q
0.474935,-0.629154,0.076813,-1.687406,W
0.795264,-0.147400,-1.482934,-0.369539,O
1.462776,0.014633,0.000553,1.140357,Q
0.113028,0.772566,0.383356,0.330027,U
0.030060,-0.402467,-0.652697,0.248035,U
-3.425909,-0.351958,0.261204,-0.100911,P
0.689104,2.076027,-1.730545,1.069082,W
1.662679,-0.678998,0.090997,-0.624476,L
-1.722610,-1.515815,0.789271,1.446231,P
-0.134652,1.160051,2.354439,0.409451,K
-0.832863,2.144651,0.539836,0.295586,C
-1.910836,-0.286199,1.822178,0.692459,B
-1.305052,-0.143528,0.721107,-1.776798,C
-1.603081,0.481628,0.386212,0.027100,E
0.068854,1.238363,-0.205721,0.388451,C
-0.640086,-1.266929,1.214780,-0.195845,V
0.051017,0.075004,-0.077406,0.576159,U
-0.308835,1.162419,-0.387209,-1.652392,O
-1.781164,0.655589,0.637978,0.225061,O
0.175500,-0.514148,-0.418137,0.502953,C
-0.814289,0.203514,-0.333640,-0.956913,A
-0.168907,-0.989036,0.169525,2.813761,Z
-0.332037,0.293848,0.240334,0.156442,E
-1.362494,0.383970,0.814323,0.264391,W
-1.221267,0.329653,-2.195812,1.017876,F
1.613784,-1.251064,-1.256900,0.664731,W
0.108260,-0.310475,0.573696,-0.708924,H
-0.136639,0.085170,0.223563,2.061543,H
0.216515,-2.549500,-0.170013,0.662076,A
-0.457536,0.012142,-0.872056,-1.640184,U
1.292634,0.904418,2.797327,-0.477176,T
0.509736,-1.060344,-0.131309,0.723279,A
1.176833,-0.164165,0.801780,0.341885,Z
0.205412,0.287933,-0.513591,0.616742,O
-0.542464,-0.255682,0.136629,0.745450,Z
-0.175835,0.745366,-0.470481,-0.157812,Z
-0.762250,-0.315721,0.481046,0.273585,F
-0.474885,0.640392,0.681409,0.319858,R
-0.529452,-0.482082,-0.030656,-1.591861,W
-0.478080,-0.283268,-0.655576,-0.115941,P
2.825734,0.086262,-0.222605,-2.108817,S
1.636695,0.520640,0.130435,0.531530,E
-1.015434,0.146385,-1.029408,-1.260116,A
-0.852406,1.163892,1.370935,-0.057801,A
1.159069,0.557225,-0.835568,-0.556639,A
-1.258228,0.255098,-1.367915,0.675609,O
0.838102,-1.500440,0.769294,0.011271,S
1.020148,-0.867753,-0.288830,0.093595,C
-0.196420,1.423800,-0.709326,-0.411435,S
-0.422380,-1.306792,0.557077,-0.403702,L
-0.758291,2.655862,0.688306,-2.594288,V
0.911421,0.304504,0.333406,0.427686,Z
-0.941330,-0.831309,-0.459779,-0.868300,K
-0.574520,-0.619749,0.611306,0.034242,S
-0.255921,0.008902,-1.154915,-0.608537,Q
0.434693,-0.333575,-0.704417,1.743688,L
1.313456,0.064217,0.593013,0.095262,Y
-0.882626,1.073035,-0.584509,-0.051678,K
0.529979,0.491302,0.002331,0.279811,F
-0.156126,0.745906,2.123562,1.898471,G
-0.353503,0.222285,-0.704996,-1.072838,U
0.486713,-0.756866,-0.210787,-0.109533,H
-0.181221,-0.519954,-0.980518,-1.048082,I
-0.711742,0.082987,0.629021,-1.882468,J
-1.400187,-0.417419,2.388061,-0.274899,B
-1.072990,0.382533,-1.412084,1.520899,X
0.829066,0.935873,-2.393007,1.489453,G
2.868041,0.302789,0.744077,1.325109,X
2.395815,0.890826,-0.010831,-0.191088,C
-1.473412,0.901628,-1.067876,-1.280835,B
-0.575771,-0.406254,0.369998,1.490857,F
0.941179,0.621204,-1.107345,1.071062,M
0.401533,-0.006825,0.891702,-0.553667,F
-1.533911,1.342640,0.766124,-0.728478,V
1.138576,-1.639800,-1.316798,-1.171361,E
-0.994489,0.389598,-0.723881,-1.919373,F
0.417077,1.434948,-2.168754,-0.576925,C
-0.788718,0.513183,-0.646777,-2.667826,U
2.284942,2.072181,0.379933,-0.210239,N
0.074654,0.271971,0.183468,0.022558,B
-0.276895,0.861985,-0.174107,-0.613993,J
0.393800,0.202799,-1.023851,-0.160822,D
-1.266228,-1.180643,-0.816289,-1.541072,R
-0.819220,1.913690,-1.975515,-1.615040,O
-0.756638,-0.427769,-0.046972,0.300027,L
0.034791,-0.019711,-1.665478,-0.844520,S
1.545149,-0.406485,0.257924,0.928839,N
1.048993,0.748104,-0.075505,0.166018,S
0.012585,-0.154368,0.159066,0.151898,Y
0.663318,0.331910,-0.559826,0.484061,Q
0.246633,-0.615166,1.169933,-2.068622,F
0.385785,0.353435,1.241420,-0.558253,V
1.922740,-0.704010,0.723881,0.178122,D
1.659801,0.061491,0.897347,-0.341422,D
1.505172,2.147481,-0.906892,-1.192492,P
1.310523,1.694279,-0.834083,0.004812,T
0.406373,-0.929647,-0.241803,0.856171,N
-0.942875,-0.878775,-0.297399,-0.525305,S
-0.546949,1.714867,0.389685,-0.525610,W
0.059595,1.613767,-0.163530,1.532205,G
-0.447702,-1.742179,-0.188464,-0.356262,H
-0.909109,-0.463748,0.238379,-0.516275,X
-0.141812,-0.458145,0.100024,1.068534,Y
2.541311,0.882858,-0.641976,0.178350,P
-0.326327,-0.885606,1.961532,-1.718323,P
-0.038388,0.468270,0.426127,0.826858,F
-0.760513,-0.996541,1.347200,1.221168,I
-0.500076,0.679345,0.309683,0.645729,K
1.417181,0.438013,0.674852,-2.322981,H
-1.253390,1.181987,-1.151239,-1.776186,F
1.160633,-2.352594,0.752391,0.182958,Q
0.457902,-0.023390,-0.833063,1.389524,U
-0.103589,0.204525,0.449228,-0.765048,P
1.567857,0.604242,0.165431,-2.529333,T
0.565349,-1.247482,0.606421,-1.299670,A
-0.641228,0.293961,-0.297321,0.313129,F
0.256657,-0.524614,-0.968552,-0.468727,X
-0.600199,0.414246,-0.308009,-0.891069,G
0.766623,-0.954334,2.007386,-1.029177,A
-0.314344,-0.166441,-1.528426,-0.339934,E
-1.686807,1.450029,-0.513416,0.810903,W
2.103850,0.368053,0.637411,-0.572989,A
0.993100,1.493969,0.662656,-0.975108,J
-1.419337,-1.547573,1.128832,-0.465408,U
-1.543028,2.656038,-1.103400,0.246962,E
0.750284,-0.813041,-0.889979,1.057388,A
-2.798177,-1.915674,0.165488,-1.701113,E
-0.460712,-0.835650,-1.081468,-0.727741,R
-1.066120,0.333954,0.517806,0.984175,B
-1.322293,0.019094,-0.178725,-1.726321,H
1.389374,-1.918385,1.658769,-0.415324,C
-1.675348,1.138149,-0.082917,-0.896557,F
-0.272323,0.450439,-0.502511,0.840012,Q
-1.164050,-0.832407,0.152674,0.322501,E
1.627713,-0.901470,0.746360,1.466379,W
1.358842,0.570121,0.496029,0.553116,G
-0.673284,0.537297,1.606314,-1.101355,L
-0.123269,-0.332236,-0.538125,-0.095046,J
-0.658541,-0.194924,-1.249562,0.675042,F
1.780971,-0.841108,0.171645,1.402164,S
-1.439979,-0.154563,-0.303147,-0.000326,R
-1.123929,-1.208769,1.693487,0.112700,B
-0.096403,-1.108902,0.849667,-0.834629,R
0.770406,-0.207058,0.753202,0.989261,Y
-0.505797,0.670015,-0.332206,0.455424,C
-1.171263,1.624379,1.451249,-0.495554,R
-0.591096,0.454686,-0.908838,-0.361003,P
-1.023446,-2.091041,0.382745,-0.825145,M
0.184073,-0.222626,0.621926,0.075503,K
-0.236586,-0.695519,0.549989,-0.282112,S
0.652802,0.220866,1.607754,-1.065706,A
-0.640620,-0.808759,0.886316,0.051148,Y
0.552644,-1.567684,-0.508132,0.142994,M
0.275591,-2.005810,-0.093257,-0.741337,L
0.556796,0.077783,-1.915216,1.009745,I
1.736239,-0.290559,0.218457,0.195847,T
-1.344483,1.151004,0.211723,-1.817624,K
-0.261442,-0.988098,0.468461,-0.844078,G
-1.358014,0.610445,-0.302285,-0.073493,N
-0.047180,-0.095541,-0.871748,-0.324880,B
-1.116813,-0.050720,-1.211101,-0.363352,Q
-0.482388,0.208879,-1.086907,-1.387701,V
0.278762,-0.247624,-1.558356,-0.176917,O
-0.412871,-0.629524,1.226110,-0.679801,E
1.213887,-0.737967,1.323256,0.843540,E
-0.305815,-0.026341,0.604873,0.173247,K
1.194567,0.109092,-0.106395,0.412533,P
-0.559039,1.007634,-1.731373,0.246542,Z
-0.629138,0.190803,-1.758003,-1.084307,R
0.969073,-0.749055,0.403396,-0.731152,F
-2.239304,0.219867,0.347244,-0.590371,A
1.655857,1.783601,0.709591,-0.595683,O
-1.196054,0.862586,0.540435,0.754101,S
-1.250435,1.482601,-1.205329,-2.995699,C
1.412817,-0.302322,-0.783498,-0.607823,D
-0.992181,0.356611,-0.172749,1.109176,Z
1.261309,-1.708905,0.011797,-2.194777,Y
-0.423778,0.516632,1.377501,-1.430513,R
1.663102,-0.487787,0.819488,2.328137,C
-0.682786,1.941592,1.496779,-1.369583,Q
-1.151098,-0.776334,1.368061,0.087664,L
1.583604,-0.530961,-1.041675,-1.084833,D
2.017680,-0.143823,-0.483052,0.423046,U
-0.603272,-1.196856,1.542341,-1.287061,A
0.532298,-0.805152,0.939268,0.533315,Q
0.087708,0.096060,-0.494900,0.372202,E
-0.916186,1.432326,-0.656747,-0.235890,Y
0.311860,0.104544,-1.199973,-0.338493,E
0.362860,1.088048,-0.619401,0.448465,A
-1.346507,-0.188277,-1.369975,-2.118681,O
-1.138573,-1.040112,-1.163563,0.925021,O
1.242721,-0.931927,1.072257,0.675238,I
-1.644530,1.085185,-0.126736,0.415050,Y
0.004900,-1.697545,-0.976961,-0.128771,D
2.243196,0.529908,0.093786,-1.322652,W
0.973617,0.215699,-0.161040,0.854633,W
0.262106,1.549783,0.098818,0.014501,K
1.283365,-0.730728,-2.879164,-0.898349,I
1.222471,0.564002,-0.683515,1.501209,Y
0.232492,-0.278801,-0.946040,-0.914147,H
-0.367889,-0.379787,-1.039573,-0.071784,T
-0.488984,-0.023715,-0.769766,0.799598,T
-1.004996,0.641825,1.384776,1.813279,H
-0.184807,2.068494,-0.599905,1.974362,B
-0.218841,-0.795466,-0.649037,3.272935,I
-1.437822,0.053475,1.039143,-0.423795,E
-0.451878,0.344095,2.584516,-0.380089,W
1.612180,0.045921,-0.638872,1.181936,F
0.843535,-0.534906,-0.346197,-0.821622,C
-0.210065,0.803855,-0.487826,-2.281599,F
-1.275467,-0.844260,1.236938,-0.449030,J
-0.300914,0.963587,2.167447,0.249952,W
-0.610632,0.501388,0.632345,0.558425,X
0.534536,0.380425,-1.418721,0.607567,C
2.571064,-0.452715,-0.964544,-0.328564,J
-0.622450,-0.062444,-1.641843,-1.076391,O
1.298426,1.043935,0.843577,1.004209,C
0.603768,-0.567781,-1.404858,-1.263324,D
1.140400,0.282814,1.291584,-0.100580,M
-0.838805,0.031572,-1.123963,-0.857156,M
-1.339944,0.026050,-1.258942,-0.156156,U
0.243830,0.562519,1.105820,-0.911732,V
0.016679,0.685471,-1.370808,0.368301,K
1.775429,-1.576829,1.719772,-1.814731,Q
-0.672893,1.242109,-0.474916,0.680127,W
0.440481,-0.575226,0.999787,0.311403,D
1.032557,0.177969,-0.610907,-0.359781,Y
0.560154,-1.118776,-1.814355,-0.937488,I
0.718345,0.677284,0.091610,-1.714184,W
-0.645322,0.403853,0.566846,1.726498,U
-2.948937,-0.820360,-1.751743,0.626019,S
1.611257,0.441907,0.828258,-1.172241,N
0.808375,-0.243575,-0.329206,-0.328360,R
0.988848,1.464925,-0.890929,0.026810,O
0.696948,-0.962201,1.009288,0.134274,E
-0.022434,0.283849,-0.002594,-1.998582,T
0.061865,1.377262,0.646959,-0.964926,Z
-0.481123,1.725725,2.169433,0.192032,B
0.910210,1.385198,0.678722,1.223009,Y
1.465021,-0.405500,-0.913915,-1.179200,I
-0.252630,-0.140006,2.243594,0.910549,Z
0.779716,0.771112,0.167910,0.417222,E
0.523677,0.982691,-0.406685,-0.161116,Q
0.426018,0.009389,-1.214368,-0.113639,N
0.374631,1.660219,0.756970,-0.192520,Y
0.614323,1.370012,-0.190618,-0.447336,K
-0.023117,-0.272737,0.080643,0.006791,I
0.054991,-1.213121,-0.776041,0.328423,K
0.250943,-2.132877,0.030375,-0.405335,K
-1.796211,0.590580,-1.222051,0.687641,W
0.334747,-0.928670,0.501376,1.888355,S
0.353288,0.776512,-1.180842,1.031670,J
-0.710248,0.041430,0.257697,-0.374215,J
0.407868,-1.293906,0.467311,-0.647530,V
-0.609922,1.085210,0.196375,-0.184244,Z
0.507032,-1.280288,0.462937,1.908011,U
0.630352,-0.737655,1.713116,-0.355275,T
0.274610,1.597043,-0.448055,-0.599819,G
-2.513743,-3.404868,0.033620,1.142818,F
2.121378,-0.073264,-0.533129,0.189776,L
-1.467775,-0.188434,-0.202323,0.062675,O
-0.504872,-0.363550,0.115680,-0.300572,O
-1.080530,-2.100279,-0.247592,-0.131630,Y
-0.461413,-0.870995,-1.533737,-1.279460,O
-0.200447,-0.201889,1.122023,-0.016586,Z
2.585186,0.017213,0.304385,-0.600239,B
-2.324042,0.269738,0.552629,-0.601257,D
-0.921436,0.632557,0.072787,0.150792,I
-0.303957,-0.286278,-0.670511,2.034889,U
1.038488,0.413963,0.090566,-0.284059,R
-1.267862,-0.163607,-0.952387,-0.340172,P
-0.027231,-1.832059,-0.558792,-0.102267,F
-0.225696,-0.373361,-0.619314,1.448440,L
-1.188766,0.344038,-0.743114,1.772750,V
-0.962951,-1.673090,0.911288,1.700913,P
-2.122465,-1.360171,0.961564,0.695864,P
0.885725,-1.142313,0.696493,-0.635673,Q
0.594730,0.499743,1.277144,0.388516,T
2.098740,-1.052310,0.849787,-0.076328,F
1.111578,1.102701,-0.552310,-0.366072,J
0.390750,0.386401,0.555848,-1.456003,Z
-0.142536,1.141783,0.655617,-0.870188,J
-0.920191,0.078950,-0.294932,0.147710,X
-0.598135,-1.209762,-1.061567,1.416439,B
-2.369694,1.068687,-0.422911,1.158773,I
-0.748994,0.394964,1.668621,0.116727,O
-2.387890,0.851291,-0.731910,-1.582859,Y
1.358096,-0.118409,-1.315782,0.554707,B
1.426017,1.097331,1.951392,0.862964,Z
-0.191507,0.698003,1.824140,1.443969,X
0.210376,0.319072,-1.171499,-1.137713,Y
-0.319619,-1.425426,0.105096,0.933340,A
-0.432161,0.386974,-0.306159,0.773737,E
1.144321,0.330685,0.412410,-0.689057,J
-0.033355,0.465428,-0.744751,0.068966,M
0.387757,0.018725,0.670610,0.193448,J
-0.541856,1.023930,-1.575486,-0.814207,U
-1.064970,-0.598895,2.307268,-0.078127,I
0.219730,0.393405,-0.738954,-0.343744,I
-1.710927,0.685649,-0.248549,-0.259118,U
